H_VAL   H_STEP_SIZE 10 0.1
ROLL KP KI KD 0 0 0
PITCH KP KI KD 0 0 0
YAW KP KI KD 0 0 0
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.7
10	2.31598	181.392	273.172	0	0	0	99963.9
10	2.31598	181.392	273.172	0	0	0	99963.9
10	2.31598	181.392	273.172	0	0	0	99963.9
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.4
10	2.31598	181.392	273.172	0	0	0	99963.4
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.2
10	2.31598	181.392	273.172	0	0	0	99962.9
10	2.31598	181.392	273.172	0	0	0	99963.2
10	2.31598	181.392	273.172	0	0	0	99963.4
10	2.31598	181.392	273.172	0	0	0	99963.7
10	2.31598	181.392	273.172	0	0	0	99963.7
10	2.31598	181.392	273.172	0	0	0	99963.9
10	2.31598	181.392	273.172	0	0	0	99964.3
10	2.31598	181.392	273.172	0	0	0	99964.1
10	2.31598	181.392	273.172	0	0	0	99964.5
10	2.31598	181.392	273.172	0	0	0	99964.8
10	2.31598	181.392	273.172	0	0	0	99965
10	2.31598	181.392	273.172	0	0	0	99965
10	2.31598	181.392	273.172	0	0	0	99965
10	2.31598	181.392	273.172	0	0	0	99964.8
10	2.31598	181.392	273.172	0	0	0	99964.6
10	2.31598	181.392	273.172	0	0	0	99964.6
10	2.31598	181.392	273.172	0	0	0	99964.6
10	2.31598	181.392	273.172	0	0	0	99964.5
10	2.31598	181.392	273.172	0	0	0	99964.1
10	2.31598	181.392	273.172	0	0	0	99964.1
10	2.31598	181.392	273.172	0	0	0	99964.3
10	2.31598	181.392	273.172	0	0	0	99964.1
10	2.31598	181.392	273.172	0	0	0	99964
10	2.31598	181.392	273.172	0	0	0	99964.1
10	2.31598	181.392	273.172	0	0	0	99963.3
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.4
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.7
10	2.31598	181.392	273.172	0	0	0	99963.7
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.1
10	2.31598	181.392	273.172	0	0	0	99963.6
10	2.31598	181.392	273.172	0	0	0	99963.4
