10	24.37	323612	100213
10	24.37	323612	100213
10	24.37	323611	100213
10	24.37	323612	100214
10	24.37	323613	100214
10	24.37	323613	100214
10	24.37	323612	100213
10	24.37	323612	100213
10	24.37	323614	100213
10	24.37	323609	100213
10	24.36	323609	100213
10	24.35	323614	100210
10	24.35	323621	100208
10	24.34	323624	100207
10	24.34	323627	100206
10	24.34	323630	100205
10	24.34	323636	100204
10	24.34	323641	100204
10	24.34	323643	100204
10	24.35	323648	100204
10	24.35	323655	100203
10	24.35	323658	100203
10	24.35	323663	100202
10	24.36	323666	100202
10	24.36	323670	100202
10	24.36	323673	100202
10	24.37	323671	100203
10	24.36	323676	100202
10	24.36	323675	100202
10	24.36	323668	100202
10	24.35	323664	100201
10	24.35	323663	100202
10	24.35	323663	100202
10	24.35	323646	100205
10	24.35	323622	100208
10	24.34	323611	100209
10	24.32	323595	100209
10	24.3	323578	100207
10	24.28	323565	100206
10	24.26	321544	100205
10	24.24	323539	100204
10	24.23	323535	100203
10	24.23	323530	100203
10	24.23	323533	100203
10	24.23	323536	100203
10	24.24	323541	100203
10	24.25	323558	100202
10	8.06226	323558	100203
10	24.25	323563	100202
10	24.25	323566	100202
10	24.25	323568	100201
10	24.25	323569	100201
10	24.26	323573	100201
10	24.26	323579	100201
10	24.27	323585	100201
10	24.27	323592	100200
10	24.28	323599	100200
-2.12676e+38	24.2798	323600	100201
10	24.29	323602	100201
10	24.29	323600	100202
10	24.29	323600	100202
10	24.28	323591	100203
10	24.28	323581	100203
10	24.27	323569	100204
10	24.26	323550	100205
10	24.25	323540	100205
10	24.24	323534	100205
10	24.24	323534	100204
10	24.23	323532	100203
10	24.23	323532	100203
10	24.23	323536	100203
10	24.23	323541	100202
10	24.24	323552	100201
10	24.24	323555	100202
10	24.25	323559	100202
10	24.25	323566	100202
10	24.26	323572	100201
10	24.26	323584	100200
10	24.27	323594	100200
