BMP280 test
0.00,100193.76
0.52,100187.63
0.29,100190.28
0.52,100187.63
0.07,100192.93
0.74,100184.99
0.52,100187.63
0.74,100184.99
0.07,100192.93
0.07,100192.93
0.52,100187.63
0.07,100192.93
0.74,100184.99
0.74,100184.99
0.07,100192.93
0.74,100184.99
0.07,100192.93
0.96,100182.33
0.52,100187.63
0.07,100192.93
0.13,100192.25
0.13,100192.25
0.13,100192.25
-0.32,100197.55
-0.77,100202.85
-0.32,100197.55
0.13,100192.25
0.13,100192.25
-0.10,100194.91
-0.54,100200.21
-0.32,100197.55
-0.32,100197.55
-0.32,100197.55
-0.32,100197.55
-0.10,100194.91
-0.10,100194.91
-0.54,100200.21
0.57,100186.96
0.35,100189.60
0.13,100192.25
0.20,100191.42
0.20,100191.42
-0.25,100196.72
0.42,100188.78
-0.92,100204.67
0.42,100188.78
-0.03,100194.08
-0.25,100196.72
-0.48,100199.38
-0.48,100199.38
-0.03,100194.08
0.42,100188.78
-0.03,100194.08
0.64,100186.13
-0.03,100194.08
0.20,100191.42
-0.92,100204.67
0.64,100186.13
0.20,100191.42
-0.25,100196.72
-0.08,100194.77
-0.31,100197.41
-0.53,100200.07
-0.08,100194.77
-0.53,100200.07
-0.53,100200.07
-0.76,100202.71
-0.53,100200.07
-0.76,100202.71
-0.53,100200.07
-0.76,100202.71
-0.76,100202.71
-0.53,100200.07
-0.53,100200.07
-0.08,100194.77
-0.53,100200.07
-0.31,100197.41
-0.98,100205.36
-0.76,100202.71
-0.53,100200.07
-0.25,100196.72
-0.70,100202.03
-0.25,100196.72
-0.25,100196.72
-0.03,100194.08
-0.03,100194.08
0.20,100191.42
-0.25,100196.72
-0.03,100194.08
0.20,100191.42
-0.25,100196.72
-0.25,100196.72
-0.25,100196.72
-0.70,100202.03
-0.25,100196.72
-0.70,100202.03
0.42,100188.78
-0.25,100196.72
-0.25,100196.72
-0.03,100194.08
-0.47,100199.24
-0.02,100193.94
0.43,100188.64
0.21,100191.28
-0.02,100193.94
-0.47,100199.24
-0.24,100196.58
-0.91,100204.53
-0.47,100199.24
-0.02,100193.94
-0.24,100196.58
-0.02,100193.94
-0.24,100196.58
-0.02,100193.94
-0.24,100196.58
-0.91,100204.53
-0.24,100196.58
-0.02,100193.94
-0.69,100201.89
-0.24,100196.58
0.28,100190.42
0.06,100193.08
0.28,100190.42
0.28,100190.42
0.06,100193.08
-0.39,100198.38
0.06,100193.08
0.06,100193.08
-0.17,100195.72
0.06,100193.08
-0.39,100198.38
0.28,100190.42
0.06,100193.08
