close all;
arr=[
0.005730	30.000000	90.000000	1.000000	0.000360	0.003262	0.010583	0.006284
0.011459	30.000000	90.000000	1.000000	0.000870	0.009450	0.031841	0.008898
0.017189	30.000000	90.000000	1.000000	0.001067	0.018744	0.062537	0.003433
0.022918	30.000000	90.000000	1.000000	0.001912	0.030896	0.102599	0.014758
0.028648	30.000000	90.000000	1.000000	0.003160	0.045642	0.151479	0.021772
0.034377	30.000000	90.000000	1.000000	0.005028	0.063248	0.208719	0.032612
0.040107	30.000000	90.000000	1.000000	0.006834	0.083603	0.273106	0.031520
0.045836	30.000000	90.000000	1.000000	0.009194	0.106268	0.344374	0.041185
0.051566	30.000000	90.000000	1.000000	0.012067	0.131412	0.422463	0.050143
0.057295	30.000000	90.000000	1.000000	0.015127	0.159057	0.505927	0.053418
0.063024	30.000000	90.000000	1.000000	0.018633	0.188928	0.594829	0.061190
0.068753	30.000000	90.000000	1.000000	0.022094	0.221154	0.689279	0.060400
0.074482	30.000000	90.000000	1.000000	0.025600	0.255883	0.789549	0.061185
0.080211	30.000000	90.000000	1.000000	0.028993	0.292625	0.894269	0.059219
0.085940	30.000000	90.000000	1.000000	0.032070	0.331523	1.003928	0.053705
0.091669	30.000000	90.000000	1.000000	0.035204	0.372993	1.117387	0.054709
0.097398	30.000000	90.000000	1.000000	0.037818	0.416802	1.234484	0.045613
0.103127	30.000000	90.000000	1.000000	0.040268	0.463152	1.355028	0.042767
0.108855	30.000000	90.000000	1.000000	0.042028	0.511930	1.478854	0.030709
0.114584	30.000000	90.000000	1.000000	0.043542	0.562957	1.605930	0.026435
0.120312	30.000000	90.000000	1.000000	0.045211	0.616513	1.736405	0.029130
0.126041	30.000000	90.000000	1.000000	0.046300	0.672250	1.869492	0.019005
0.131769	30.000000	90.000000	1.000000	0.047597	0.730044	2.005057	0.022640
0.137497	30.000000	90.000000	1.000000	0.049335	0.789905	2.143270	0.030321
0.143225	30.000000	90.000000	1.000000	0.050555	0.851172	2.283875	0.021299
0.148952	30.000000	90.000000	1.000000	0.051722	0.914136	2.426711	0.020368
0.154680	30.000000	90.000000	1.000000	0.052656	0.978683	2.571844	0.016304
0.160407	30.000000	90.000000	1.000000	0.053221	1.044847	2.719295	0.009861
0.166134	30.000000	90.000000	1.000000	0.053651	1.112383	2.867795	0.007507
0.171862	30.000000	90.000000	1.000000	0.053368	1.182143	3.017889	-0.004939
0.177588	30.000000	90.000000	1.000000	0.052444	1.253670	3.169098	-0.016126
0.183315	30.000000	90.000000	1.000000	0.051384	1.327385	3.320876	-0.018498
0.189042	30.000000	90.000000	1.000000	0.050216	1.402777	3.474231	-0.020389
0.194768	30.000000	90.000000	1.000000	0.049316	1.479936	3.628560	-0.015707
0.200494	30.000000	90.000000	1.000000	0.047658	1.558404	3.784823	-0.028944
0.206220	30.000000	90.000000	1.000000	0.045480	1.638180	3.942171	-0.038016
0.211946	30.000000	90.000000	1.000000	0.042408	1.719666	4.100591	-0.053610
0.217672	30.000000	90.000000	1.000000	0.038779	1.803053	4.259201	-0.063349
0.223397	30.000000	90.000000	1.000000	0.035240	1.887759	4.418138	-0.061760
0.229122	30.000000	90.000000	1.000000	0.031967	1.973636	4.577783	-0.057120
0.234847	30.000000	90.000000	1.000000	0.028507	2.060585	4.738204	-0.060397
0.240572	30.000000	90.000000	1.000000	0.025123	2.149054	4.899551	-0.059053
0.246296	30.000000	90.000000	1.000000	0.022077	2.239036	5.061575	-0.053174
