0	0	2	8.968310172e-44	2.341805152e-38
0.02	9.147676375e-41	0	0	0
0.04	0	3	0	0
0.06	0	0	-1.701411835e+38	2
0.08	0	2.304855714e-41	0	0
0.1	0	0	0	5.900430628e-39
0.12	2.000060797	8.968310172e-44	0	0
0.14	3.573311084e-43	0	0	5.900430628e-39
0.16	3	0	0	0
0.18	0	0	0	2.304855714e-41
0.2	3.015563965	0	0	0
0.22	0	0	2.015563965	8.968310172e-44
0.24	-1.701424815e+38	0	0	0
0.26	0	0	5.900430628e-39	0
0.28	0	0	3.573311084e-43	0
0.3	3.573311084e-43	0	5.900430628e-39	0
0.32	0	0	0	0
0.34	0	2	8.968310172e-44	0
0.36	0	3.573311084e-43	0	0
0.38	3.573311084e-43	2	8.968310172e-44	0
0.4	0	0	0	0
0.42	0	5.900430628e-39	0	0
0.44	0	0	0	5.900430628e-39
0.46	3	0	0	3.573311084e-43
0.48	0	2.341805152e-38	0	2.304855714e-41
0.5	5.900430628e-39	0	0	0
0.52	0	0	3	0
0.54	8.968310172e-44	0	0	0
0.56	0	0	2.304855714e-41	0
0.58	0	0	2.341805152e-38	0
0.6	0	3	0	0
0.62	0	0	0	9.147676375e-41
0.64	-1.701411835e+38	5.900430628e-39	0	0
0.66	3.573311084e-43	0	0	2
0.68	0	2.304855714e-41	2.341805152e-38	0
0.7	0	0	0	5.900430628e-39
0.72	5.900430628e-39	0	0	0
0.74	0	0	5.900430628e-39	0
0.76	0	2.341805152e-38	0	0
0.78	0	2	8.968310172e-44	0
0.8	3.573311084e-43	0	0	0
0.82	0	5.900430628e-39	2.341805152e-38	0
0.84	0	3.573311084e-43	0	2
0.86	0	2.304855714e-41	0	0
0.88	0	0	-1.701411835e+38	5.900430628e-39
0.9	3	0	0	0
0.92	0	0	3	9.147676375e-41
0.94	9.156644685e-41	0	0	0
0.96	0	0	5.900430628e-39	0
0.98	0	3.573311084e-43	0	0
1	0	0	2.304855714e-41	-1.701411835e+38
1.02	0	0	3.573311084e-43	0
1.04	0	3	0	0
1.06	0	0	0	2
1.08	0	5.969038201e-39	0	0
1.1	0	0	0	3
1.12	2	8.968310172e-44	0	0
1.14	-1.701411835e+38	0	0	5.900430628e-39
1.16	3.000060797	0	0	0
1.18	0	0	2	8.968310172e-44
1.2	8.968310172e-44	0	0	0
1.22	2.341805152e-38	0	5.900430628e-39	0
1.24	0	0	0	0
1.26	0	2	8.968310172e-44	0
1.28	3.573311084e-43	0	0	0
1.3	3.573311084e-43	3	0	0
1.32	0	0	9.147676375e-41	2
1.34	2.341805152e-38	2.304855714e-41	0	0
1.36	0	0	0	3.015563965
1.38	3	-1.701411835e+38	0	0
1.4	0	0	2	8.968310172e-44
1.42	2.304855714e-41	0	0	0
1.44	0	0	5.900430628e-39	0
1.46	0	0	0	0
1.48	0	2	2.331620515e-41	0
1.5	0	3.573311084e-43	0	0
1.52	3.573311084e-43	2	8.968310172e-44	0
1.54	-nan	-nan	-nan	-nan
1.56	-nan	-nan	-nan	-nan
1.58	0	2	8.968310172e-44	0
1.6	0	0	0	0
1.62	0	-1.704747885e+38	0	0
1.64	3.573311084e-43	0	0	2
1.66	0	2.304855714e-41	0	0
1.68	0	0	0	5.900430628e-39
1.7	2	8.968310172e-44	0	0
1.72	0	0	0	2.304855714e-41
1.74	3	0	0	0
1.76	0	0	2	8.968310172e-44
1.78	2.304855714e-41	0	0	0
1.8	0	0	5.969038201e-39	0
1.82	0	0	0	-1.701411835e+38
1.84	0	2	9.156644685e-41	0
1.86	0	0	0	0
1.88	0	3	0	0
1.9	0	3.573311084e-43	0	0
1.92	0	2.304855714e-41	0	0
1.94	0	0	0	-1.704747885e+38
1.96	3	0	0	0
1.98	0	0	2	8.968310172e-44
2	2.304855714e-41	0	0	0
2.02	0	0	5.900430628e-39	0
2.04	2.341805152e-38	0	0	0
2.06	0	2	8.968310172e-44	2.341805152e-38
2.08	0	0	0	0
2.1	0	5.900430628e-39	0	0
2.12	3.573311084e-43	0	0	2
2.14	3.573311084e-43	5.900430628e-39	0	0
2.16	0	0	0	5.900430628e-39
2.18	3.000060797	0	0	0
2.2	0	0	2	8.968310172e-44
2.22	2.304855714e-41	3.573311084e-43	0	0
2.24	3.573311084e-43	0	2	8.968310172e-44
