0	3.573311084e-43	-0.06217735633	0	0
0.02	2.704506036e-43	-0.06225555763	0	0
0.04	2.704506036e-43	-0.06217735633	0	2.341805152e-38
0.06	2.704506036e-43	-0.06217735633	0	-1.701411835e+38
0.08	9.174721435e-41	-0.06217735633	0	0
0.1	6.950580513e-41	-0.06217735633	9.147676375e-41	0
0.12	6.950580513e-41	-0.06217735633	6.923535453e-41	0
0.14	6.959268563e-41	-0.06217735633	6.923535453e-41	0
0.16	6.950580513e-41	-0.06217735633	6.923535453e-41	9.147676375e-41
0.18	6.950580513e-41	-0.06217735633	6.923535453e-41	0
0.2	6.950580513e-41	-0.06217735633	6.923535453e-41	3.573311084e-43
0.22	6.950580513e-41	-0.06217735633	6.923535453e-41	9.147676375e-41
0.24	6.950580513e-41	-0.06217735633	6.923535453e-41	9.147676375e-41
0.26	6.950580513e-41	-0.06217735633	6.923535453e-41	9.147676375e-41
0.28	6.950580513e-41	-0.06217735633	6.923535453e-41	0
0.3	6.959268563e-41	-0.06217735633	6.923535453e-41	0
0.32	6.950580513e-41	-0.06217735633	6.923535453e-41	0
0.34	6.950580513e-41	-0.06217735633	6.923535453e-41	0
0.36	6.950580513e-41	-0.06217735633	-1.711432968e+38	0
0.38	6.950580513e-41	-0.06217735633	-8.047119141	0
0.4	6.950580513e-41	-0.06217735633	-8.047119141	9.147676375e-41
0.42	6.950580513e-41	-3.385257277e+38	-8.047119141	0
0.44	6.950580513e-41	-0.06217735633	-8.047119141	0
0.46	6.950580513e-41	-0.06217735633	-8.047119141	0
0.48	6.950580513e-41	-0.06217735633	-8.062255859	0
0.5	6.950580513e-41	-0.06217735633	-8.047119141	0
0.52	6.950580513e-41	-0.06217735633	-8.047362328	0
0.54	6.950580513e-41	-0.06217735633	-8.062439919	0
0.56	6.950580513e-41	-0.06225555763	-8.0473032	0
0.58	9.174721435e-41	-0.06217735633	-8.0473032	0
0.6	6.959268563e-41	-0.06217735633	-8.0473032	0
0.62	6.959268563e-41	-0.06217735633	-8.0473032	0
0.64	6.950580513e-41	-0.06217735633	-8.0473032	9.147676375e-41
0.66	6.950580513e-41	-0.06217735633	-8.062439919	0
0.68	6.950580513e-41	-0.06225555763	-8.0473032	0
0.7	6.950580513e-41	-0.06217735633	-8.0473032	3.573311084e-43
