0,	-0.02945279889	-0.001090830774	-3.141592741	-0.01999999955	0.1800000072	0.25	0	0	0
0.02,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.3000000119	0	0	0
0.04,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1700000018	0.200000003	0	9.147676375e-41	0
0.06,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1599999964	0.3200072944	0	0	0
0.08,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.2700000107	0	0	0
0.1,	-0.02945279889	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.1800000072	0	0	0
0.12,	-0.02945243195	-0.001090830774	-3.141592741	0.009999999776	0.1899999976	0.3100000024	0	0	0
0.14,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1800000072	0.2300000042	0	0	0
0.16,	-0.02945243195	-0.001090830774	-3.141592741	-2.1778071e+38	0.1800000072	0.1899999976	0	0	0
0.18,	-0.02945243195	-0.001090830774	-3.156241179	-0.02999999933	0.1599999964	0.2899999917	0	0	0
0.2,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.2899999917	0	0	0
0.22,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1700000018	0.1700000018	-1.701411835e+38	0	0
0.24,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.2899999917	0	0	0
0.26,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1700000018	0.2700000107	0	0	0
0.28,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1800000072	0.2099999934	3.573311084e-43	0	0
0.3,	-0.02945243195	-0.001090830774	-3.156241179	-0.009999999776	0.1700000018	0.2899999917	0	0	0
0.32,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1599999964	0.2399999946	0	0	3.573311084e-43
0.34,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1900024265	0.1800000072	0	0	0
0.36,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1800000072	0.31000337	0	0	2.341805152e-38
0.38,	-0.02945243195	-0.001090830774	-3.141592741	-1.701411835e+38	0.1800000072	0.2899999917	0	0	0
0.4,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1599999964	0.230003342	0	0	0
0.42,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1800000072	0.1899999976	0	3.573311084e-43	0
0.44,	-0.02945243195	-0.001090830774	-3.156241179	-0.009999999776	0.1899999976	0.3000000119	0	0	0
0.46,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.25	0	3.573311084e-43	0
0.48,	-0.02945243195	-0.001090830774	-3.156241179	-0.009999999776	0.1899999976	0.25	0	0	0
0.5,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1800000072	0.2800000012	2.341805152e-38	0	0
0.52,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1899999976	0.3100000024	0	0	0
0.54,	-0.02945243195	-17.8721714	-3.141592741	-0.009999999776	0.1700000018	0.3000000119	0	2.341805152e-38	0
0.56,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1800000072	0.2199999988	0	0	0
0.58,	-30.15929031	-0.001090830774	-3.141592741	-0.009999999776	0.1899999976	0.3400000036	9.147676375e-41	0	0
0.6,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1700000018	0.2899999917	-1.701411835e+38	0	0
0.62,	-0.02945243195	-nan	-3.141592741	-0.009999999776	0.1800000072	0.2800000012	0	0	0
0.64,	-30.15929031	-0.001090830774	-3.141592741	-0.009999999776	0.1700000018	0.25	3.573311084e-43	0	0
0.66,	-0.02945243195	-0.001090979786	-3.141592741	-0.009999999776	0.1800000072	0.200000003	0	0	0
0.68,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.150001511	0.2599999905	0	0	0
0.7,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1800000072	0.2899999917	0	0	2.341805152e-38
0.72,	-0.02945243195	-0.001090830774	-3.141592741	-0.02001907304	0.1700000018	0.2599999905	0	0	0
0.74,	-0.02945243195	-0.001090830774	-3.141592741	0	0.1899999976	0.2199999988	-1.701411835e+38	0	0
0.76,	-0.02945243195	-0.001090830774	-3.141592741	-0.009999999776	0.1800000072	0.2099999934	0	0	2.341805152e-38
0.78,	-0.02945243195	-0.001090830774	-7.970685482	0	0.1700000018	0.3100000024	0	0	0
0.8,	-0.02951108292	-0.001090830774	-3.141592741	0	0.1899999976	0.2700000107	0	0	9.147676375e-41
