0	4	-4	3	0.03022873402	-0.04499789327	-0.4608938694	0.1937348545	9.9246912	-0.0161922574
0.01	4	-4	3	0.02959464677	-0.04705574736	-0.4475815892	0.1991669983	9.949002266	-0.01958183944
0.02	4	-4	3	0.02912897989	-0.04833393171	-0.451444149	0.1862564385	9.950362206	-0.02135784179
0.03	4	-4	3	0.02875398472	-0.0496676676	-0.4661609828	0.1811643243	9.937458992	-0.02231186628
0.04	4	-4	3	0.02836778946	-0.05082426965	-0.4702702463	0.1874787658	9.914551735	-0.01999311894
0.05	4	-4	3	0.02803824097	-0.05190702155	-0.4642519355	0.1912293583	9.89773941	-0.01817793399
0.06	4	-4	3	0.02771065943	-0.05299273133	-0.4594981968	0.2004459947	9.884238243	-0.0166900605
0.07	4	-4	3	0.02744385041	-0.05396721885	-0.4513286054	0.2130206972	9.843684196	-0.01588374376
0.08	4	-4	3	0.027193591	-0.05475320294	-0.4418544471	0.2091853619	9.797053337	-0.0149153322
0.09	4	-4	3	0.02698979527	-0.05548629165	-0.4345804751	0.1976813078	9.791962624	-0.01437112689
0.1	6	-2	3	0.02690181881	-0.05598444119	-0.4336359501	0.202109471	9.829037666	-0.01394058764
0.11	6	-2	3	0.02707085572	-0.056203302	-0.4300211966	0.2218873054	9.903992653	-0.01311182976
0.12	6	-2	3	0.02753660828	-0.05601368472	-0.4202447832	0.2237430215	9.929801941	-0.01240128279
0.13	6	-2	3	0.02829396725	-0.05541815236	-0.408284843	0.1921294481	9.894681931	-0.01200947165
0.14	6	-2	3	0.02915639617	-0.05451861024	-0.4014753699	0.1622832417	9.865654945	-0.01169922948
0.15	6	-2	3	0.03031967022	-0.05329656973	-0.403142184	0.1707167476	9.881809235	-0.01155363023
0.16	6	-2	3	0.03157898411	-0.05190214142	-0.4178901315	0.2038951814	9.895563126	-0.01140934229
0.17	6	-2	3	0.03314761817	-0.05025350302	-0.4240084291	0.2131054252	9.921457291	-0.01113417745
0.18	6	-2	3	0.03474963456	-0.04818028212	-0.4177790284	0.1846985221	9.925662041	-0.009681403637
0.19	6	-2	3	0.03666032478	-0.04604887217	-0.4159510732	0.1568199843	9.887892723	-0.00837880373
0.2	6	-2	3	0.0387224108	-0.04349785298	-0.4140453637	0.147866711	9.86167717	-0.007547855377
0.21	6	-2	3	0.04072786123	-0.04097441211	-0.4065824747	0.1693224609	9.8414011	-0.006973743439
0.22	6	-2	3	0.04302115738	-0.03804234415	-0.4174023271	0.2017199993	9.798399925	-0.00647392869
0.23	6	-2	3	0.0451993905	-0.03494766727	-0.4457280934	0.2073588222	9.780692101	-0.006113171577
0.24	6	-2	3	0.04763290659	-0.031994313	-0.4458981156	0.2011554986	9.807333946	-0.005977377295
0.25	6	-2	3	0.04989573732	-0.02867782675	-0.4293000102	0.1865986884	9.83132267	-0.01218597591
0.26	6	-2	3	0.05237848684	-0.02558096871	-0.4234817326	0.1662935913	9.858868599	-0.01819362491
0.27	6	-2	3	0.05485232919	-0.02217474021	-0.4285188317	0.1761972308	9.896989822	-0.02318856865
0.28	6	-2	3	0.05749170482	-0.01848879829	-0.4472015798	0.2152689546	9.9044981	-0.02592324466
0.29	6	-2	3	0.05966692418	-0.01512179151	-0.4695835114	0.2196446061	9.897821426	-0.02806258202
0.3	6	-2	3	0.06195319816	-0.01182320248	-0.4872483611	0.1984086037	9.886048317	-0.02952387929
0.31	6	-2	3	0.06394891441	-0.008891561069	-0.4828624427	0.1804812104	9.866164207	-0.03064129502
0.32	6	-2	3	0.06599768251	-0.006075993646	-0.4606216252	0.1888802648	9.866836548	-0.03582088649
0.33	6	-2	3	0.06789585948	-0.003163856687	-0.4527176023	0.201053828	9.893836975	-0.04284197092
0.34	6	-2	3	0.06948829442	-0.0004444156366	-0.4609027505	0.211422503	9.93888092	-0.04744490981
0.35	6	-2	3	0.07104665786	0.001856987714	-0.4667499363	0.215532586	9.971982002	-0.05131986737
0.36	6	-2	3	0.0724015981	0.004135237541	-0.4664232433	0.1975907534	9.976323128	-0.0536551401
0.37	6	-2	3	0.07345283031	0.00598940067	-0.4540877044	0.1728052646	9.957732201	-0.05531873554
0.38	6	-2	3	0.07431314886	0.007734257262	-0.4210670888	0.1618782133	9.919437408	-0.05639925599
0.39	6	-2	3	0.07502874732	0.009063526057	-0.3937002718	0.1778884828	9.884338379	-0.05155977607
0.4	6	-2	3	0.07547701895	0.01020811219	-0.3760559559	0.1978574395	9.86118412	-0.03837998956
0.41	6	-2	3	0.07573638111	0.01102591027	-0.3583916426	0.1966106594	9.85142231	-0.03048840165
0.42	6	-2	3	0.07575427741	0.01148106717	-0.3458850086	0.1875815541	9.861151695	-0.02413725853
0.43	6	-2	3	0.07550136	0.01164418645	-0.3300497532	0.1765792072	9.852907181	-0.01885350049
0.44	6	-2	3	0.07501925528	0.01140946522	-0.3221512735	0.165397957	9.811959267	-0.01578520238
0.45	8	0	3	0.07434672117	0.01088520791	-0.3329861164	0.1602697372	9.751211166	-0.01342977583
0.46	8	0	3	0.07369798422	0.01027917769	-0.3556036353	0.1583242863	9.716486931	-0.01275584102
0.47	8	0	3	0.07296965271	0.009564336389	-0.3733023703	0.1634322256	9.740703583	-0.01387834549
0.48	8	0	3	0.07228712738	0.008668711409	-0.3896988034	0.1851691157	9.815029144	-0.01428163052
0.49	8	0	3	0.07153151184	0.007751325145	-0.406473577	0.2045469135	9.88028717	-0.01484283805
0.5	8	0	3	0.07077045739	0.006565677002	-0.4160221815	0.2088595033	9.883015633	-0.01515601575
0.51	8	0	3	0.07001142949	0.005374453962	-0.4360694885	0.1894144863	9.865052223	-0.0154568553
0.52	8	0	3	0.06926105171	0.004096017219	-0.4489483833	0.1816732585	9.873799324	-0.01579210162
0.53	8	0	3	0.06852670014	0.002893454628	-0.4356616735	0.2169499248	9.923152924	-0.01413407922
0.54	8	0	3	0.06738834828	0.001519898884	-0.4260775149	0.2438325435	9.960104942	-0.006735652685
0.55	8	0	3	0.06714773923	0.0001144632552	-0.4091560543	0.2362171561	9.962265015	-0.002033233643
0.56	8	0	3	0.06657274812	-0.001310497755	-0.3792912364	0.2169674337	9.941774368	0.001801788807
0.57	8	0	3	0.06599880755	-0.002744193422	-0.3529778421	0.2208322138	9.919025421	0.00440852344
0.58	8	0	3	0.06544918567	-0.004172507208	-0.3343684375	0.2413356602	9.896636963	0.006848052144
0.59	8	0	3	0.06501439214	-0.005694334861	-0.3294641376	0.2524910569	9.887283325	0.008587226272
0.6	8	0	3	0.06462544948	-0.007171052508	-0.3405028582	0.2429502457	9.884599686	0.008184671402
0.61	8	0	3	0.06434283406	-0.008481038734	-0.3611468673	0.2276822478	9.882500648	0.006690770388
0.62	8	0	3	0.06413270533	-0.009728920646	-0.3807018995	0.2095740139	9.885953903	0.005789607763
0.63	8	0	3	0.06399437785	-0.01090430655	-0.3946147859	0.1965328753	9.891512871	0.004951089621
0.64	8	0	3	0.06392787397	-0.01199648716	-0.3912056088	0.1872593015	9.900166512	0.004461586475
0.65	8	0	3	0.06393507868	-0.01299476065	-0.3708004951	0.1792408228	9.91378212	0.003898903728
0.66	8	0	3	0.06401923299	-0.01388883032	-0.3576199114	0.181838274	9.933109283	0.003564372659
0.67	8	0	3	0.06418158859	-0.01466835849	-0.3530550599	0.1858058423	9.951555252	0.002563506365
