BMP280 test
0.00,100205.67
-0.36,100209.98
-0.23,100208.32
-0.23,100208.32
0.11,100204.35
0.36,100201.36
0.21,100203.19
0.24,100202.85
0.50,100199.71
0.54,100199.21
0.74,100196.89
0.77,100196.55
0.76,100196.72
0.81,100196.06
0.46,100200.21
0.41,100200.86
0.36,100201.36
0.87,100195.39
0.80,100196.22
0.64,100198.05
0.10,100204.52
0.10,100204.52
0.16,100203.85
0.18,100203.52
0.21,100203.19
0.16,100203.85
0.34,100201.70
0.06,100205.01
0.08,100204.67
0.48,100200.04
0.35,100201.53
0.39,100201.03
0.53,100199.38
0.32,100201.86
0.36,100201.36
0.48,100200.04
0.28,100202.36
0.31,100202.03
0.42,100200.71
0.41,100200.86
0.55,100199.16
0.35,100201.48
0.45,100200.32
0.67,100197.67
0.73,100197.00
0.69,100197.50
0.63,100198.17
0.62,100198.33
0.67,100197.67
0.58,100198.83
0.48,100199.99
0.65,100198.00
0.67,100197.67
0.86,100195.52
0.65,100198.00
0.78,100196.35
0.72,100197.17
0.81,100196.02
0.47,100200.15
0.87,100195.35
0.76,100196.63
0.76,100196.63
0.71,100197.30
0.55,100199.11
0.54,100199.28
0.61,100198.46
0.45,100200.28
0.50,100199.78
0.61,100198.46
0.62,100198.28
0.55,100199.11
0.65,100197.96
0.66,100197.79
0.83,100195.80
0.69,100197.46
0.69,100197.46
0.64,100198.12
0.75,100196.80
0.87,100195.30
0.85,100195.64
0.89,100195.07
0.67,100197.72
0.56,100199.05
0.66,100197.89
0.53,100199.38
0.36,100201.37
0.43,100200.54
0.71,100197.22
0.57,100198.88
0.52,100199.55
0.68,100197.56
0.63,100198.22
0.46,100200.21
0.38,100201.21
0.45,100200.38
0.35,100201.53
0.46,100200.21
0.42,100200.71
0.40,100200.87
0.35,100201.53
0.27,100202.50
0.48,100200.02
0.46,100200.19
0.60,100198.53
0.80,100196.21
0.74,100196.86
0.50,100199.69
0.67,100197.70
0.41,100200.85
0.64,100198.03
0.55,100199.19
0.59,100198.69
0.42,100200.68
0.45,100200.35
0.45,100200.35
0.64,100198.03
0.55,100199.19
0.81,100196.04
0.50,100199.69
0.66,100197.86
0.71,100197.27
0.74,100196.93
0.78,100196.44
0.95,100194.45
0.90,100194.94
0.46,100200.25
0.54,100199.25
0.58,100198.75
0.72,100197.10
0.63,100198.25
0.67,100197.76
0.51,100199.58
0.60,100198.59
0.55,100199.09
0.41,100200.75
0.49,100199.92
0.53,100199.42
0.61,100198.42
0.55,100199.09
0.47,100200.08
0.57,100198.88
0.77,100196.57
0.50,100199.71
0.60,100198.55
0.56,100199.05
0.71,100197.22
0.35,100201.53
0.59,100198.72
0.70,100197.39
0.45,100200.38
0.66,100197.89
0.68,100197.56
0.43,100200.54
0.53,100199.38
0.39,100201.03
0.39,100201.03
0.71,100197.22
0.73,100197.07
0.78,100196.39
0.77,100196.57
1.00,100193.82
0.85,100195.64
0.64,100198.12
0.58,100198.78
0.55,100199.11
0.69,100197.46
0.66,100197.79
0.65,100197.96
0.75,100196.80
0.50,100199.78
0.47,100200.11
0.62,100198.28
0.73,100196.96
0.73,100196.96
0.65,100197.96
0.58,100198.78
0.68,100197.63
0.59,100198.62
0.66,100197.79
0.80,100196.14
0.49,100199.81
0.59,100198.64
0.72,100197.16
0.63,100198.15
0.61,100198.48
0.43,100200.63
0.63,100198.15
0.57,100198.97
0.66,100197.82
0.71,100197.32
0.62,100198.32
0.62,100198.32
0.58,100198.82
0.54,100199.31
0.68,100197.65
0.63,100198.15
0.72,100197.16
0.76,100196.66
0.77,100196.49
0.68,100197.65
0.56,100199.04
0.68,100197.55
0.67,100197.71
0.78,100196.39
0.60,100198.55
0.81,100196.06
0.74,100196.89
0.71,100197.22
0.67,100197.71
0.60,100198.55
0.52,100199.54
0.53,100199.37
0.63,100198.21
0.57,100198.88
0.54,100199.21
0.46,100200.21
0.63,100198.21
0.42,100200.70
0.41,100200.86
0.64,100198.05
0.20,100203.35
0.38,100201.20
0.54,100199.21
0.39,100201.03
0.53,100199.37
0.48,100200.03
0.38,100201.20
0.45,100200.36
0.67,100197.71
0.76,100196.72
0.48,100200.03
0.52,100199.54
0.63,100198.21
0.49,100199.87
0.56,100199.04
0.43,100200.53
0.49,100199.87
0.59,100198.71
0.71,100197.22
0.71,100197.22
0.71,100197.22
0.70,100197.39
0.80,100196.22
0.66,100197.88
0.66,100197.88
0.56,100199.05
0.60,100198.55
0.49,100199.88
0.52,100199.55
0.70,100197.39
0.66,100197.88
0.28,100202.36
0.48,100200.04
0.50,100199.71
0.66,100197.88
0.63,100198.22
0.42,100200.71
0.46,100200.21
0.76,100196.72
0.77,100196.56
0.57,100198.88
0.66,100197.88
0.50,100199.71
0.34,100201.69
0.39,100201.03
0.29,100202.19
0.32,100201.86
0.42,100200.70
0.48,100200.03
0.52,100199.54
0.57,100198.88
0.48,100200.03
0.66,100197.88
0.52,100199.54
0.35,100201.53
0.49,100199.87
0.67,100197.71
0.64,100198.05
0.50,100199.71
0.42,100200.70
0.50,100199.71
0.38,100201.21
0.59,100198.71
0.38,100201.21
0.32,100201.86
0.63,100198.22
0.42,100200.71
