0.00,100221.54
-0.03,100221.88
-0.02,100221.71
0.04,100221.05
0.08,100220.55
0.11,100220.22
0.18,100219.39
0.22,100218.89
0.31,100217.89
0.34,100217.57
0.38,100217.07
0.43,100216.41
0.45,100216.24
0.52,100215.42
0.54,100215.08
0.57,100214.75
0.62,100214.25
0.63,100214.09
0.64,100213.92
0.64,100213.92
0.62,100214.19
0.65,100213.85
0.68,100213.53
0.71,100213.19
0.71,100213.19
0.72,100213.03
0.75,100212.70
0.76,100212.53
0.77,100212.36
0.79,100212.21
0.80,100212.03
0.84,100211.53
0.83,100211.71
0.86,100211.38
0.87,100211.21
0.87,100211.21
0.87,100211.21
0.89,100211.04
0.87,100211.21
0.87,100211.21
0.66,100213.71
0.63,100214.05
0.63,100214.05
0.66,100213.71
0.66,100213.71
0.69,100213.39
0.72,100213.05
0.72,100213.05
0.72,100213.05
0.72,100213.05
0.70,100213.22
0.72,100213.05
0.75,100212.72
0.77,100212.39
0.77,100212.39
0.78,100212.22
0.80,100212.06
0.80,100212.06
0.81,100211.89
0.80,100212.06
0.83,100211.63
0.85,100211.46
0.83,100211.63
0.82,100211.80
0.83,100211.63
0.82,100211.80
0.81,100211.96
0.79,100212.13
0.79,100212.13
0.78,100212.29
0.78,100212.29
0.79,100212.13
0.79,100212.13
0.78,100212.29
0.78,100212.29
0.78,100212.29
0.79,100212.13
0.79,100212.13
0.79,100212.13
0.77,100212.46
0.77,100212.46
0.75,100212.63
0.75,100212.63
0.74,100212.79
0.74,100212.79
0.72,100212.96
0.74,100212.79
0.74,100212.79
0.74,100212.79
0.75,100212.63
0.74,100212.79
0.75,100212.63
0.75,100212.63
0.74,100212.79
0.72,100212.96
0.72,100212.96
0.72,100212.96
0.74,100212.79
0.75,100212.63
0.72,100212.96
0.76,100212.56
0.76,100212.56
0.76,100212.56
0.75,100212.72
0.73,100212.89
0.72,100213.06
0.70,100213.22
0.70,100213.22
0.70,100213.22
0.69,100213.39
0.70,100213.22
0.72,100213.06
0.70,100213.22
0.69,100213.39
0.67,100213.55
0.66,100213.72
0.63,100214.05
0.64,100213.89
0.62,100214.21
0.62,100214.21
0.62,100214.21
0.61,100214.38
0.61,100214.38
0.59,100214.55
0.59,100214.55
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.62,100214.21
0.64,100213.89
0.66,100213.72
0.67,100213.55
0.66,100213.72
0.66,100213.72
0.64,100213.89
0.63,100214.05
0.63,100214.05
0.63,100214.05
0.62,100214.21
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.62,100214.21
0.61,100214.38
0.59,100214.55
0.61,100214.38
0.61,100214.38
0.61,100214.38
0.63,100214.05
0.63,100214.05
0.64,100213.89
0.66,100213.72
0.67,100213.55
0.69,100213.39
0.70,100213.22
0.70,100213.22
0.72,100213.06
0.73,100212.89
0.73,100212.89
0.75,100212.72
0.76,100212.56
0.76,100212.56
0.77,100212.39
0.78,100212.22
0.78,100212.22
0.77,100212.39
0.78,100212.22
0.77,100212.39
0.78,100212.22
0.78,100212.22
0.80,100212.07
0.80,100212.07
0.81,100211.89
0.83,100211.73
0.83,100211.73
0.83,100211.73
0.84,100211.57
0.84,100211.57
0.87,100211.24
0.87,100211.24
0.90,100210.91
0.90,100210.91
0.88,100211.07
0.87,100211.24
0.86,100211.40
0.84,100211.57
0.84,100211.57
0.84,100211.57
0.87,100211.24
0.87,100211.24
0.86,100211.40
0.86,100211.40
0.86,100211.40
0.86,100211.40
0.86,100211.40
0.84,100211.57
0.86,100211.40
0.86,100211.40
0.86,100211.40
0.87,100211.24
0.86,100211.40
0.88,100211.07
0.88,100211.07
0.90,100210.91
0.90,100210.91
0.90,100210.91
0.91,100210.74
0.91,100210.74
