0.00,100204.26
0.32,100200.46
0.32,100200.46
0.32,100200.46
0.31,100200.61
0.31,100200.61
0.31,100200.61
0.31,100200.61
0.31,100200.61
0.29,100200.78
0.29,100200.78
0.31,100200.61
0.31,100200.61
0.31,100200.61
0.31,100200.61
0.31,100200.61
0.34,100200.28
0.35,100200.11
0.36,100199.96
0.36,100199.96
0.40,100199.52
0.40,100199.52
0.41,100199.36
0.41,100199.36
0.41,100199.36
0.40,100199.52
0.40,100199.52
0.41,100199.36
0.40,100199.52
0.39,100199.69
0.39,100199.69
0.39,100199.69
0.37,100199.85
0.39,100199.69
0.40,100199.52
0.40,100199.52
0.40,100199.52
0.40,100199.52
0.40,100199.52
0.39,100199.69
0.40,100199.52
0.40,100199.52
0.39,100199.69
0.39,100199.69
0.39,100199.69
0.39,100199.69
0.39,100199.69
0.40,100199.52
0.41,100199.36
0.41,100199.36
0.43,100199.19
0.43,100199.19
0.43,100199.19
0.44,100199.03
0.46,100198.86
0.46,100198.86
0.46,100198.86
0.47,100198.69
0.48,100198.53
0.48,100198.53
0.45,100198.96
0.45,100198.96
0.45,100198.96
0.46,100198.80
0.46,100198.80
0.46,100198.80
0.48,100198.63
0.48,100198.63
0.48,100198.63
0.48,100198.63
0.48,100198.63
0.49,100198.46
0.49,100198.46
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.53,100197.96
0.53,100197.96
0.54,100197.80
0.53,100197.96
0.46,100198.79
0.48,100198.63
0.48,100198.63
0.48,100198.63
0.46,100198.79
0.46,100198.79
0.46,100198.79
0.46,100198.79
0.46,100198.79
0.48,100198.63
0.48,100198.63
0.48,100198.63
0.48,100198.63
0.46,100198.79
0.45,100198.96
0.48,100198.63
0.49,100198.46
0.49,100198.46
0.49,100198.46
0.50,100198.30
0.44,100199.11
0.46,100198.78
0.48,100198.62
0.48,100198.62
0.49,100198.46
0.49,100198.46
0.50,100198.29
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.52,100198.13
0.45,100198.99
0.46,100198.82
0.46,100198.82
0.46,100198.82
0.46,100198.82
0.46,100198.82
0.47,100198.66
0.47,100198.66
0.47,100198.66
0.47,100198.66
0.47,100198.66
0.49,100198.49
0.49,100198.49
0.49,100198.49
0.49,100198.49
0.49,100198.49
0.49,100198.49
0.47,100198.66
0.46,100198.82
0.46,100198.82
0.39,100199.64
0.39,100199.64
0.40,100199.47
0.40,100199.47
0.40,100199.47
0.40,100199.47
0.40,100199.47
0.40,100199.47
0.40,100199.47
0.40,100199.47
0.42,100199.32
0.42,100199.32
0.42,100199.32
0.43,100199.14
0.43,100199.14
0.43,100199.14
0.43,100199.14
0.42,100199.32
0.42,100199.32
0.42,100199.32
0.32,100200.50
0.32,100200.50
0.32,100200.50
0.32,100200.50
0.32,100200.50
0.32,100200.50
0.33,100200.33
0.33,100200.33
0.33,100200.33
0.33,100200.33
0.35,100200.17
0.36,100200.00
0.37,100199.84
0.37,100199.84
0.37,100199.84
0.37,100199.84
0.39,100199.67
0.39,100199.67
0.40,100199.50
0.40,100199.50
0.40,100199.50
0.41,100199.34
0.43,100199.17
0.43,100199.17
0.41,100199.34
0.41,100199.34
0.41,100199.34
0.41,100199.34
0.43,100199.17
0.41,100199.34
0.41,100199.34
0.41,100199.34
0.41,100199.34
0.40,100199.50
0.40,100199.50
0.40,100199.50
0.39,100199.67
0.40,100199.50
0.39,100199.67
0.39,100199.67
0.39,100199.67
0.39,100199.67
0.37,100199.84
0.39,100199.67
0.37,100199.84
