0.000000	0.000000	0.000011	0.000001
-0.000004	0.000011	0.000029	0.000005
-0.000012	0.000032	0.000056	0.000011
-0.000025	0.000065	0.000090	0.000021
-0.000041	0.000108	0.000133	0.000034
-0.000061	0.000162	0.000183	0.000049
-0.000084	0.000227	0.000241	0.000068
-0.000111	0.000303	0.000308	0.000090
-0.000142	0.000390	0.000382	0.000114
-0.000175	0.000488	0.000464	0.000142
-0.000212	0.000597	0.000554	0.000172
-0.000252	0.000716	0.000651	0.000206
-0.000295	0.000847	0.000757	0.000242
-0.000341	0.000989	0.000871	0.000282
-0.000390	0.001141	0.000992	0.000324
-0.000441	0.001305	0.001121	0.000370
-0.000495	0.001480	0.001258	0.000418
-0.000551	0.001666	0.001403	0.000470
-0.000609	0.001863	0.001555	0.000524
-0.000670	0.002071	0.001715	0.000581
-0.000733	0.002290	0.001883	0.000642
-0.000798	0.002521	0.002059	0.000705
-0.000864	0.002762	0.002243	0.000772
-0.000932	0.003015	0.002434	0.000841
-0.001003	0.003279	0.002633	0.000914
-0.001074	0.003554	0.002840	0.000989
-0.001147	0.003840	0.003054	0.001068
-0.001221	0.004138	0.003276	0.001150
-0.001297	0.004446	0.003506	0.001234
-0.001374	0.004766	0.003743	0.001322
-0.001451	0.005098	0.003988	0.001412
-0.001530	0.005440	0.004241	0.001506
-0.001609	0.005794	0.004501	0.001603
-0.001689	0.006160	0.004769	0.001703
-0.001770	0.006536	0.005045	0.001805
-0.001851	0.006924	0.005328	0.001911
-0.001932	0.007324	0.005619	0.002020
-0.002013	0.007734	0.005917	0.002132
-0.002095	0.008157	0.006223	0.002247
-0.002177	0.008590	0.006536	0.002365
-0.002259	0.009035	0.006857	0.002486
-0.002340	0.009492	0.007186	0.002610
-0.002422	0.009960	0.007522	0.002738
-0.002502	0.010439	0.007865	0.002868
-0.002583	0.010930	0.008216	0.003001
-0.002663	0.011433	0.008575	0.003138
-0.002742	0.011947	0.008941	0.003277
-0.002820	0.012472	0.009314	0.003420
-0.002897	0.013009	0.009695	0.003565
-0.002974	0.013558	0.010083	0.003714
-0.003049	0.014118	0.010479	0.003866
-0.003123	0.014690	0.010882	0.004021
-0.003196	0.015274	0.011292	0.004179
-0.003267	0.015869	0.011710	0.004340
-0.003337	0.016476	0.012136	0.004504
-0.003405	0.017094	0.012568	0.004671
-0.003471	0.017725	0.013008	0.004841
-0.003536	0.018366	0.013456	0.005015
-0.003599	0.019020	0.013910	0.005191
-0.003659	0.019685	0.014372	0.005371
-0.003718	0.020362	0.014841	0.005554
-0.003774	0.021051	0.015318	0.005740
-0.003828	0.021752	0.015802	0.005928
-0.003880	0.022464	0.016293	0.006121
-0.003930	0.023187	0.016791	0.006316
-0.003977	0.023922	0.017297	0.006514
-0.004022	0.024668	0.017810	0.006715
-0.004065	0.025426	0.018330	0.006920
-0.004106	0.026194	0.018857	0.007127
-0.004145	0.026974	0.019391	0.007338
-0.004181	0.027765	0.019933	0.007551
-0.004215	0.028567	0.020481	0.007768
-0.004246	0.029380	0.021037	0.007988
-0.004276	0.030203	0.021600	0.008211
-0.004303	0.031037	0.022169	0.008437
-0.004328	0.031882	0.022746	0.008666
-0.004351	0.032738	0.023330	0.008898
-0.004371	0.033604	0.023921	0.009133
-0.004389	0.034480	0.024519	0.009371
-0.004405	0.035367	0.025124	0.009612
-0.004418	0.036264	0.025735	0.009856
-0.004430	0.037171	0.026354	0.010103
-0.004439	0.038088	0.026980	0.010353
-0.004445	0.039016	0.027612	0.010607
-0.004450	0.039953	0.028252	0.010863
-0.004452	0.040900	0.028898	0.011122
-0.004452	0.041857	0.029551	0.011384
-0.004450	0.042824	0.030211	0.011650
-0.004445	0.043800	0.030878	0.011918
-0.004438	0.044786	0.031552	0.012189
-0.004429	0.045781	0.032232	0.012463
-0.004417	0.046786	0.032919	0.012741
-0.004404	0.047800	0.033613	0.013021
-0.004388	0.048823	0.034313	0.013304
-0.004370	0.049856	0.035020	0.013590
-0.004349	0.050897	0.035734	0.013879
-0.004327	0.051948	0.036455	0.014171
-0.004302	0.053007	0.037182	0.014466
-0.004275	0.054075	0.037916	0.014764
-0.004246	0.055152	0.038656	0.015065
-0.004214	0.056238	0.039403	0.015368
-0.004181	0.057332	0.040157	0.015675
-0.004145	0.058435	0.040917	0.015985
-0.004107	0.059546	0.041684	0.016297
-0.004067	0.060665	0.042457	0.016613
-0.004024	0.061793	0.043236	0.016931
-0.003980	0.062929	0.044022	0.017252
-0.003933	0.064073	0.044815	0.017577
-0.003885	0.065225	0.045614	0.017904
-0.003834	0.066384	0.046419	0.018234
-0.003781	0.067552	0.047231	0.018566
-0.003726	0.068728	0.048049	0.018902
-0.003669	0.069911	0.048874	0.019240
-0.003610	0.071102	0.049704	0.019582
-0.003548	0.072300	0.050542	0.019926
-0.003485	0.073505	0.051385	0.020273
-0.003420	0.074719	0.052235	0.020623
-0.003352	0.075939	0.053091	0.020976
-0.003283	0.077166	0.053953	0.021331
-0.003212	0.078401	0.054821	0.021690
-0.003138	0.079643	0.055696	0.022051
-0.003063	0.080891	0.056577	0.022415
-0.002985	0.082146	0.057464	0.022782
-0.002906	0.083409	0.058357	0.023152
-0.002825	0.084678	0.059256	0.023524
-0.002742	0.085953	0.060161	0.023899
-0.002657	0.087235	0.061073	0.024277
-0.002570	0.088524	0.061990	0.024658
-0.002481	0.089818	0.062914	0.025042
-0.002390	0.091119	0.063843	0.025428
-0.002298	0.092427	0.064779	0.025817
-0.002203	0.093740	0.065721	0.026209
-0.002107	0.095060	0.066668	0.026603
-0.002009	0.096385	0.067622	0.027000
-0.001909	0.097716	0.068581	0.027400
-0.001808	0.099054	0.069546	0.027803
-0.001704	0.100396	0.070517	0.028208
-0.001599	0.101745	0.071494	0.028616
-0.001492	0.103099	0.072477	0.029027
-0.001384	0.104458	0.073466	0.029441
-0.001273	0.105823	0.074461	0.029857
-0.001162	0.107193	0.075461	0.030276
-0.001048	0.108569	0.076467	0.030697
-0.000933	0.109949	0.077479	0.031121
-0.000816	0.111335	0.078497	0.031548
-0.000697	0.112726	0.079520	0.031977
-0.000577	0.114121	0.080549	0.032410
-0.000455	0.115522	0.081583	0.032844
-0.000332	0.116927	0.082624	0.033282
-0.000207	0.118337	0.083670	0.033721
-0.000081	0.119751	0.084721	0.034164
0.000047	0.121170	0.085778	0.034609
0.000176	0.122593	0.086841	0.035057
0.000307	0.124021	0.087909	0.035507
0.000439	0.125453	0.088983	0.035960
0.000573	0.126889	0.090063	0.036415
0.000708	0.128330	0.091147	0.036874
0.000845	0.129774	0.092238	0.037334
0.000983	0.131222	0.093334	0.037797
0.001122	0.132675	0.094435	0.038263
0.001263	0.134131	0.095541	0.038731
0.001405	0.135591	0.096653	0.039202
0.001549	0.137054	0.097771	0.039675
0.001693	0.138521	0.098894	0.040151
0.001840	0.139992	0.100022	0.040629
0.001987	0.141466	0.101155	0.041109
0.002135	0.142943	0.102294	0.041593
0.002285	0.144424	0.103438	0.042078
0.002436	0.145908	0.104587	0.042566
0.002589	0.147395	0.105741	0.043057
0.002742	0.148885	0.106901	0.043550
0.002897	0.150378	0.108066	0.044045
0.003052	0.151874	0.109236	0.044543
0.003209	0.153372	0.110411	0.045043
0.003367	0.154874	0.111592	0.045546
0.003526	0.156378	0.112777	0.046051
0.003687	0.157885	0.113968	0.046558
0.003848	0.159394	0.115164	0.047068
0.004010	0.160906	0.116364	0.047581
0.004174	0.162421	0.117570	0.048095
0.004338	0.163937	0.118781	0.048612
0.004504	0.165456	0.119997	0.049131
0.004670	0.166977	0.121218	0.049653
0.004837	0.168500	0.122443	0.050177
0.005006	0.170025	0.123674	0.050703
0.005175	0.171553	0.124910	0.051232
0.005345	0.173082	0.126150	0.051763
0.005516	0.174613	0.127396	0.052296
0.005688	0.176145	0.128646	0.052832
0.005861	0.177680	0.129901	0.053369
0.006034	0.179216	0.131161	0.053909
0.006209	0.180753	0.132426	0.054452
0.006384	0.182292	0.133695	0.054996
0.006560	0.183833	0.134970	0.055543
0.006737	0.185375	0.136249	0.056092
0.006915	0.186918	0.137532	0.056643
0.007093	0.188462	0.138821	0.057197
0.007273	0.190007	0.140114	0.057752
0.007452	0.191554	0.141412	0.058310
0.007633	0.193102	0.142714	0.058870
0.007814	0.194650	0.144021	0.059433
0.007996	0.196199	0.145333	0.059997
0.008179	0.197750	0.146650	0.060564
0.008362	0.199301	0.147970	0.061132
0.008546	0.200852	0.149296	0.061703
0.008730	0.202405	0.150626	0.062276
0.008915	0.203958	0.151960	0.062851
0.009101	0.205511	0.153299	0.063428
0.009287	0.207065	0.154643	0.064008
0.009474	0.208619	0.155991	0.064589
0.009661	0.210174	0.157343	0.065173
0.009849	0.211728	0.158700	0.065758
0.010038	0.213283	0.160061	0.066346
0.010226	0.214839	0.161427	0.066935
0.010416	0.216394	0.162796	0.067527
0.010606	0.217949	0.164171	0.068121
0.010796	0.219504	0.165549	0.068717
0.010986	0.221059	0.166932	0.069314
