H_VAL   H_STEP_SIZE 60 0.1
ROLL KP KI KD 8 0 6
PITCH KP KI KD 8 0 6
YAW KP KI KD 0 0 0
60 355.795 3.6229 181.508
60 355.795 3.6229 181.508
60 355.795 3.6229 181.508
60 355.795 3.6229 181.508
60 355.795 3.6229 181.508
60 355.795 3.6229 181.508
60 355.795 3.6229 181.508
60 355.769 2.48929 181.123
60 355.769 2.48929 181.123
60 355.769 2.48929 181.123
60 355.769 2.48929 181.123
60 355.769 2.48929 181.123
60 355.769 2.48929 181.123
60 355.769 2.48929 181.255
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.778 2.94387 181.254
60 355.784 3.16889 181.377
60 355.784 3.16889 181.377
60 355.784 3.16889 181.377
60 355.784 3.16889 181.377
60 355.784 3.16889 181.377
60 355.784 3.16889 181.377
60 355.784 3.16889 181.377
60 355.807 3.84337 181.745
60 355.807 3.84337 181.745
60 355.807 3.84337 181.745
60 355.822 3.82639 182.203
60 355.822 3.82639 182.203
60 355.822 3.82639 182.203
60 355.837 4.27973 182.335
60 355.837 4.27973 182.335
60 355.837 4.27973 182.335
60 355.837 4.27973 182.335
60 355.799 4.08493 181.411
60 355.809 5.0031 181.33
60 355.809 5.0031 181.33
60 355.809 5.0031 181.33
60 356.2 6.02503 182.149
60 356.33 6.94279 182.059
60 356.486 6.75605 180.895
60 356.422 6.21827 179.849
60 356.398 6.46046 179.399
60 356.467 5.83705 180.524
60 356.654 4.75299 182.432
60 356.781 3.45648 183.765
60 356.784 3.33514 183.991
60 356.623 5.98708 183.618
60 356.412 8.87464 182.693
60 356.456 10.2954 181.584
60 3.30662 6.29765 179.588
60 356.763 3.92342 179.537
60 356.79 2.98091 180.083
60 356.845 3.85591 181.939
60 356.845 3.85591 181.939
60 356.83 5.89116 183.259
60 356.83 5.89116 183.259
60 356.83 5.89116 183.259
60 356.683 6.2538 182.475
60 356.961 5.93655 181.19
60 356.961 5.93655 181.19
60 356.961 5.93655 181.19
60 357.061 4.56535 181.263
60 356.904 4.97761 182.773
60 356.904 4.97761 182.773
60 356.663 6.19756 184.198
60 356.439 6.89935 184
60 356.468 7.04825 182.399
60 356.477 7.21793 180.681
60 356.654 7.01639 179.86
60 356.919 5.95811 180.39
60 357.115 4.8786 182.416
60 357.176 4.60822 184.014
60 357.076 4.71988 184.476
60 356.605 5.64797 183.493
60 356.194 6.60651 181.826
60 356.194 6.60651 181.826
60 356.019 7.09874 180.706
60 356.019 7.09874 180.706
60 356.504 5.58444 181.318
60 356.65 4.40652 182.537
60 356.659 4.39965 182.765
60 356.702 5.66231 183.144
60 356.702 5.66231 183.144
60 356.718 6.35068 183.05
60 356.548 6.4929 182.031
60 356.634 6.39528 181.564
60 356.634 6.39528 181.564
60 356.972 6.27491 181.314
60 356.892 5.33293 182.324
60 356.68 4.61807 183.116
60 356.68 4.61807 183.116
60 356.68 4.61807 183.116
60 356.494 6.10799 183.285
60 356.341 6.82154 182.284
60 356.318 6.71906 181.937
60 356.318 6.71906 181.937
60 356.438 5.67694 182.469
60 356.443 4.85049 182.789
60 356.602 4.59267 184.262
60 356.602 4.59267 184.262
60 356.444 4.26422 183.229
60 356.755 4.1839 182.411
60 356.755 4.1839 182.411
60 357.088 5.01074 181.732
60 357.346 5.92227 181.973
60 357.402 5.78091 183.115
60 357.166 5.19751 183.341
60 357.166 5.19751 183.341
60 356.417 5.79583 181.788
60 356.322 6.43849 180.091
60 356.548 7.12615 179.985
60 356.947 7.67411 180.779
60 356.947 7.67411 180.779
60 357.245 6.96384 182.003
60 357.412 5.54462 183.453
60 357.383 4.39632 183.655
60 357.256 4.04879 183.651
60 357.141 5.09521 182.88
60 357.097 6.2866 181.649
60 357.07 6.64351 181.087
60 357.009 5.9119 182.106
60 356.599 5.65152 183.379
60 356.599 5.65152 183.379
60 356.276 5.27333 184.071
60 356.276 5.27333 182.82
60 356.223 5.5449 182.82
60 356.194 6.60651 181.826
60 356.297 7.07526 181.491
60 356.682 6.48524 182.367
60 356.819 6.12947 182.923
60 356.979 5.99311 183.829
60 356.964 6.69655 183.161
60 356.793 7.18092 182.038
60 356.793 7.18092 182.038
60 356.793 7.18092 182.038
60 356.327 5.31159 179.818
60 356.201 5.05954 180.177
60 356.451 4.58543 180.371
60 356.971 5.81648 181.416
60 356.971 6.59251 182.923
60 357.177 6.59595 182.916
60 356.774 6.38414 182.014
60 356.774 6.38414 182.014
60 356.631 6.97142 181.352
60 356.568 7.00221 180.324
60 356.681 6.30426 180.183
60 356.923 5.0395 180.594
60 356.963 4.20491 181.83
60 356.934 4.95838 183.46
60 356.719 7.58155 184.351
60 356.572 6.76239 184.223
60 356.565 4.61452 183.121
60 356.746 3.1357 182.953
60 356.973 2.55247 183.504
60 356.762 2.1569 184.99
60 356.417 1.7537 186.474
60 356.128 0.547834 187.59
60 355.79 359.121 188.225
60 355.597 358.059 188.532
60 355.434 357.773 189.552
60 355.472 357.263 190.8
60 356.507 359.327 186.973
60 356.982 4.30701 182.291
60 356.921 10.7395 177.872
60 356.097 15.2106 173.346
60 355.331 11.4961 174.331
60 356.053 4.62967 179.012
60 356.041 358.59 184.192
60 355.578 355.578 189.817
60 355.218 356.467 192.49
60 354.999 2.21931 189.965
60 354.593 9.23507 184.461
60 353.074 17.8234 172.249
60 353.136 16.1724 169.484
60 354.179 10.5157 170.851
60 355.41 3.04105 175.762
60 356.145 357.269 182.544
60 356.443 354.419 189.132
60 356.844 1.87282 191.531
60 356.505 9.81679 186.285
60 355.219 16.4274 179.066
60 353.595 19.3231 171.886
60 352.872 17.492 167.951
60 353.669 11.1549 168.608
60 354.875 2.84405 173.13
60 355.729 356.415 180.555
60 355.794 353.222 188.597
60 356.058 353.879 193.014
60 356.532 359.959 192.746
60 356.602 9.21827 187.979
60 355.568 17.2878 180.67
60 353.709 21.386 172.775
60 352.689 20.2719 167.983
60 353.186 12.6506 167.795
60 353.981 1.85068 171.141
60 354.477 353.539 177.853
60 354.219 350.313 186.881
0 354.292 0.887158 195.662
0 355.704 10.361 194.002
0 355.957 16.1096 189.254
0 355.907 15.2296 182.281
0 356.064 11.1169 175.2
0 356.519 6.97998 170.209
0 357.07 3.97957 168.732
0 356.72 1.90299 169.958
0 356.046 358.469 174.332
0 355.055 354.021 179.972
0 354.057 351.752 185.552
0 353.563 353.563 189.763
0 353.995 358.995 192.471
0 355.036 3.68848 190.837
0 356.152 7.02757 186.782
0 1.24528 8.50596 176.927
0 0.164811 8.84512 173.204
0 0.164811 8.84512 173.204
0 358.8 6.17471 172.718
0 357.269 358.2 178.468
0 357.145 355.684 182.529
0 357.3 354.907 186.422
0 357.3 354.907 186.422
0 358.332 359.19 188.245
0 358.497 1.86782 186.445
0 358.658 5.12868 183.386
0 358.741 8.03913 180.088
0 358.616 9.93052 177.361
0 358.589 10.0553 175.753
0 358.273 7.17871 176.32
0 358.105 4.15584 178.349
0 357.713 1.12757 181.053
0 357.326 358.882 183.642
0 357.245 357.683 185.562
0 357.098 357.426 186.123
0 357.667 359.214 184.68
0 358.092 1.79038 182.78
0 358.539 5.16293 180.753
0 358.899 7.82217 179.042
0 358.919 9.21408 178.019
0 358.919 9.21408 178.019
0 358.538 8.05378 178.839
0 358.065 6.30734 180.336
0 357.891 3.97629 182.023
0 357.63 1.30533 183.465
0 357.441 358.993 183.99
0 357.158 357.492 183.719
0 357.084 357.98 182.7
0 357.244 359.961 181.603
0 357.603 2.51263 180.625
0 358.048 4.94198 180.084
0 358.394 7.01552 180.098
0 358.538 8.37365 180.451
