H_VAL   H_STEP_SIZE 50 0.1
ROLL KP KI KD 4 0 8
PITCH KP KI KD 4 0 8
YAW KP KI KD 0 0 0
50 348.674 3.98653 181.662
50 348.077 3.8699 181.669
50 348.077 3.8699 181.669
50 348.077 3.8699 181.669
50 348.077 3.8699 181.669
50 348.077 3.8699 181.669
50 348.077 3.8699 181.669
50 348.093 3.18803 181.485
50 348.093 3.18803 181.485
50 348.093 3.18803 181.485
50 348.093 3.18803 181.485
50 348.093 3.18803 181.485
50 348.068 3.65381 181.531
50 348.068 3.65381 181.86
50 348.073 3.38982 181.849
50 347.937 1.20687 180.588
50 347.937 1.20687 180.588
50 348.155 0.385795 180.731
50 348.155 0.385795 180.731
50 348.155 0.385795 180.731
50 347.944 1.26069 181.17
50 347.944 1.26069 181.17
50 347.937 0.690258 181.109
50 347.937 0.690258 181.109
50 348.174 1.5944 181.316
50 348.075 2.15088 181.491
50 348.075 2.15088 181.491
50 348.064 1.45464 181.534
50 348.064 1.45464 181.534
50 347.97 2.36456 181.632
50 347.97 2.36456 181.632
50 347.97 2.36456 181.632
50 348.075 1.63505 182.014
50 348.075 1.63505 182.014
50 347.983 2.68219 181.896
50 347.959 3.02047 182.044
50 348.096 2.29538 182.313
50 348.096 2.29538 182.313
50 348.202 3.33351 182.415
50 348.094 3.57019 182.328
50 348.094 2.86504 182.373
50 348.224 2.8683 182.37
50 348.224 2.8683 182.37
50 348.34 3.88425 182.698
50 348.34 3.88425 182.698
50 348.34 3.88425 182.698
50 348.323 3.66004 181.411
50 348.207 4.55638 181.736
50 348.207 4.55638 181.736
50 348.207 4.55638 181.736
50 348.573 3.99466 182.815
50 348.579 3.18568 182.737
50 348.34 4.13576 182.493
50 348.343 4.3754 182.403
50 348.343 4.3754 182.403
50 348.456 4.00223 182.705
50 348.456 4.00223 182.705
50 348.602 4.7928 182.895
50 348.602 4.7928 182.895
50 348.602 4.7928 182.895
50 348.434 4.31153 181.931
50 348.425 4.6997 181.51
50 348.425 4.6997 181.51
50 348.834 4.10485 182.82
50 348.844 3.44524 183.676
50 348.844 3.44524 183.676
50 348.384 4.27007 183.428
50 348.384 4.27007 183.428
50 348.339 4.26145 182.391
50 348.557 4.53131 182.063
50 348.802 5.22186 182.121
50 348.802 5.22186 182.121
50 348.711 4.4324 183.084
50 348.514 4.22841 183.88
50 348.2 5.17043 183.533
50 348.163 5.56287 183.224
50 348.163 5.56287 183.224
50 348.703 3.65666 182.665
50 348.814 3.28461 182.969
50 348.814 3.28461 182.969
50 348.658 5.04263 183.841
50 348.457 5.80888 184.273
50 348.175 4.60204 183.473
50 348.175 4.60204 183.473
50 348.175 4.60204 183.473
50 348.695 4.41901 181.935
50 348.943 5.53363 182.491
50 348.866 5.08702 183.488
50 348.377 3.77877 183.723
50 348.046 3.87803 183.748
50 348.047 5.44415 183.218
50 348.499 6.19293 182.809
50 348.499 6.19293 182.809
50 349.095 5.46068 183.283
50 349.028 5.4918 184.098
50 348.814 5.20754 184.543
50 348.814 5.20754 184.543
50 348.373 4.92126 182.689
50 348.323 5.27713 181.46
50 348.53 5.79495 180.926
50 348.53 5.79495 180.926
50 349.04 5.4459 182.246
50 349.079 5.24395 183.147
50 349.079 5.1784 183.728
50 348.882 5.1784 183.728
50 348.428 5.29428 183.533
50 348.279 5.24624 182.843
50 348.472 5.19924 182.251
50 348.472 5.19924 182.251
50 348.472 5.19924 182.251
50 348.472 5.19924 182.251
