H_VAL   H_STEP_SIZE 50 0.1
ROLL KP KI KD 1 0 1
PITCH KP KI KD 1 0 1
YAW KP KI KD 0 0 0
50 98.7782 1.4811 181.268
50 98.7782 1.4811 181.268
50 98.7782 1.4811 181.268
50 98.7782 1.4811 181.268
50 98.7782 1.4811 181.268
50 98.7782 1.4811 181.268
50 98.9385 2.60692 182.074
50 98.9385 2.60692 182.096
50 98.4786 2.43418 182.096
50 98.4786 2.43418 182.096
50 98.629 2.28665 182.266
50 98.629 2.28665 182.266
50 98.928 2.11738 182.111
50 98.7786 1.94102 181.964
50 98.7786 1.94102 181.964
50 98.479 2.27232 182.107
50 98.479 2.27232 182.107
50 98.6289 2.44843 182.254
50 98.6289 2.44843 182.254
50 98.6289 2.44843 182.254
50 98.6289 2.44843 182.254
50 98.6285 2.26254 181.943
50 98.6285 2.26254 181.943
50 98.6285 2.26254 181.943
50 98.6285 2.26254 181.943
50 98.7782 2.52553 182.164
50 98.7782 2.52553 182.164
50 98.9392 2.7937 182.384
50 98.9392 2.7937 182.384
50 98.9392 2.7937 182.384
50 98.9392 2.7937 182.384
50 98.7754 3.09727 182.202
50 98.7881 2.67973 181.99
50 98.7783 2.13965 182.437
50 98.9335 2.04579 183.254
50 98.9335 2.04579 183.254
50 98.929 2.43204 184.037
50 98.9304 2.95512 184.486
50 98.9304 2.95512 184.486
50 98.9406 3.62721 183.702
50 99.0954 3.9729 182.777
50 99.0519 4.69652 181.745
50 99.0181 5.04254 180.987
50 99.0571 4.18757 181.46
50 99.0857 3.10709 182.194
50 98.9376 2.27024 182.993
50 98.9376 2.27024 182.993
50 98.7706 1.96455 183.345
50 98.7698 1.61632 183.046
50 98.7698 1.61632 183.046
50 98.7755 3.01036 182.127
50 98.7755 3.01036 182.127
50 98.7768 3.99857 182.216
50 98.7768 3.99857 182.216
50 98.7768 3.99857 182.216
50 98.7865 3.7118 182.725
50 98.7782 2.69947 182.313
50 98.7786 2.02806 182.039
50 98.7786 2.02806 182.039
50 98.7786 2.02806 182.039
50 98.7902 2.64141 182.562
50 98.7902 2.64141 182.562
50 98.7902 2.64141 182.562
50 98.7902 2.64141 182.562
50 98.7902 2.64141 182.562
50 99.0521 4.60965 181.67
50 99.0269 5.41458 181.607
50 99.0269 5.41458 181.607
50 98.9043 4.17449 181.304
50 98.6259 2.92149 182.056
50 98.7866 3.53791 182.575
50 98.7866 3.53791 182.575
50 98.785 3.78656 182.638
50 98.627 2.75983 182.068
50 98.6265 1.87853 181.159
50 98.6243 1.76743 180.762
50 98.6243 1.76743 180.762
50 98.7418 4.39794 181.05
50 98.8959 5.00363 181.406
50 98.8959 5.00363 181.406
50 98.6167 3.46886 181.772
50 98.6167 3.46886 181.772
50 98.6208 3.49293 182.095
50 98.7739 4.24694 182.278
50 98.7739 4.24694 182.278
50 98.7636 3.63162 181.755
50 98.7616 3.35891 181.369
50 98.7616 3.35891 181.369
50 98.619 3.39414 181.859
50 98.619 3.39414 181.859
50 98.4743 3.51468 182.423
50 98.4786 3.0417 182.62
50 98.6402 2.80068 182.553
50 98.6269 3.10719 182.367
50 98.6269 3.10719 182.367
50 98.6285 3.39163 182.915
50 98.7908 3.43703 183.395
50 98.7908 3.43703 183.395
50 98.7908 3.43703 183.395
50 98.7782 2.96026 182.537
50 98.7778 3.39004 181.693
50 98.747 4.14967 180.987
50 98.747 4.14967 180.987
50 98.8897 5.33863 181.543
50 98.9132 5.05274 182.051
50 98.785 3.78656 182.638
50 98.489 2.77444 182.234
50 98.3249 2.55903 181.603
50 98.3157 2.76119 181.02
50 98.3157 2.76119 181.02
50 98.3123 3.2696 181.308
50 98.4781 3.38735 181.703
50 98.4781 3.38735 181.703
50 98.4781 3.38735 181.703
50 98.4781 3.38735 181.703
50 98.6052 4.17345 181.316
50 98.6145 3.32892 180.891
50 98.6145 3.32892 180.891
50 98.6142 2.22888 180.403
50 98.6191 1.99216 180.501
50 98.7807 2.88002 181.407
50 98.7819 3.4144 182.016
50 98.7814 3.84913 182.39
50 98.7814 3.84913 182.39
50 98.5912 4.65787 181.28
50 98.5719 4.6102 180.634
50 98.5719 4.6102 180.634
50 98.5624 4.32628 180.088
50 98.7559 3.8265 181.011
50 98.7803 3.14119 181.631
50 98.6285 2.61017 182.242
50 98.6285 2.61017 182.242
50 98.6405 2.73761 182.801
50 98.6405 2.73761 182.801
50 98.6405 2.73761 182.801
50 98.4683 4.39301 182.117
50 98.3015 4.07418 181.091
50 98.2941 3.79126 180.543
50 98.2941 3.79126 180.543
50 98.3096 3.25801 181.147
50 98.3285 2.69216 182.324
50 98.6291 2.74526 182.963
50 98.6291 2.74526 182.963
50 98.6246 2.28412 183.323
50 98.6246 2.28412 183.323
50 98.3279 2.5071 182.012
50 98.3219 2.62256 181.355
50 98.4507 3.13648 180.583
50 98.5837 3.60877 180.381
50 98.5837 3.60877 180.381
50 98.7445 3.81846 181.01
50 98.7445 3.81846 181.01
50 98.6322 3.3257 181.946
50 98.3289 2.87718 182.636
50 98.3289 2.87718 182.636
50 98.3289 2.87718 182.636
50 98.486 2.73919 181.749
50 98.7764 2.85563 181.084
50 98.7764 2.85563 181.084
50 98.7616 3.35891 181.369
50 98.3278 2.68056 182.162
50 97.8697 1.75555 183.046
50 97.8697 0.860302 183.776
50 97.532 0.652842 183.771
50 97.532 0.652842 183.771
50 97.1638 356.867 184.578
50 96.767 354.887 185.745
50 97.0676 356.344 185.499
50 97.455 359.578 184.816
50 98.0371 4.06613 183.374
50 98.5062 6.92354 181.117
50 98.8933 8.40553 179.028
50 99.2325 8.38231 177.624
50 99.156 7.12924 177.478
50 98.5003 4.30701 178.868
50 98.0243 2.03635 181.158
50 97.3886 0.683195 183.04
50 97.0294 0.0188362 184.301
50 96.8319 359.995 185.359
50 97.0718 1.05886 183.993
50 97.4104 2.55535 181.784
50 97.9317 4.63275 179.925
50 98.3638 6.30433 178.163
50 98.8616 6.88155 177.276
50 99.1964 5.42907 178.592
50 98.8926 3.02397 180.173
50 98.4763 1.11479 181.867
50 97.986 0.668333 183.769
50 97.6957 1.93462 184.581
50 97.7356 3.98313 183.471
50 97.7356 4.75275 181.715
50 97.7615 4.60157 179.448
50 97.8444 4.58638 177.906
50 97.8341 4.57461 177.901
50 97.923 5.19415 177.37
50 98.0914 5.47071 177.91
50 98.0483 4.66092 179.187
50 98.1464 3.29846 180.58
50 98.3285 2.43196 182.099
50 98.4866 2.09737 183.013
50 98.636 2.37423 183.397
50 98.636 2.37423 183.397
50 98.6295 3.92183 182.308
50 98.4172 4.35308 180.575
50 98.3619 4.76572 179.571
50 98.3167 5.21392 178.894
50 98.3167 5.21392 178.894
50 98.1718 2.36143 181.133
50 98.1718 2.36143 181.133
50 98.1781 2.25635 181.952
50 98.1766 2.92679 182.23
50 98.0136 3.45187 181.629
50 98.1419 3.54666 180.644
50 98.1419 3.54666 180.644
50 98.1745 2.64418 181.681
50 97.8622 1.6451 182.649
50 97.6832 0.57144 183.695
50 97.633 359.629 184.244
50 97.6563 357.894 185.013
50 97.6563 357.894 185.013
50 98.089 359.028 183.559
50 98.3288 1.93447 181.972
50 98.5169 7.08806 178.987
50 98.5792 7.69424 178.289
50 98.5792 7.69424 178.289
50 98.5328 6.49647 178.626
50 98.4325 2.81711 179.551
50 98.1648 1.3407 180.555
50 98.0145 0.0562383 180.808
50 98.1631 359.703 181.562
50 98.1631 359.703 181.562
50 98.6236 2.46301 181.36
50 98.8893 5.42538 181.617
50 98.8893 5.42538 181.617
50 98.8828 5.7599 181.754
50 98.8828 5.7599 181.754
50 98.463 2.92351 181.004
50 98.3122 1.57779 180.454
50 98.3238 0.973014 179.931
50 98.3066 1.71607 180.12
50 98.4637 2.57636 180.705
50 98.4637 2.57636 180.705
50 98.4455 3.73139 180.945
50 98.4455 3.73139 180.945
50 98.2547 4.8486 180.708
50 98.2547 4.8486 180.708
50 98.1505 3.05014 180.517
50 98.1505 3.05014 180.517
50 98.1621 1.491 180.382
50 98.1621 1.491 180.382
50 98.6046 2.80102 180.441
50 98.6046 2.80102 180.441
50 98.4774 2.0631 181.473
50 98.1735 1.21976 182.268
50 97.9902 0.743902 183.683
50 97.9507 0.312849 184.526
50 97.8522 359.07 185.425
50 98.0472 357.731 186.084
50 98.0472 357.731 186.084
50 97.8207 354.794 187.503
50 97.3719 352.824 189.319
50 97.3199 355.741 187.261
50 97.5199 0.943767 184.484
50 97.5143 5.568 181.831
50 97.4256 8.67746 178.141
50 97.327 9.12464 174.702
50 97.6583 7.21816 174.403
50 98.1752 4.60613 176.097
50 98.6868 2.52967 177.94
50 99.0767 1.30921 181.116
50 99.0439 0.628567 183.85
50 98.7077 0.179851 184.535
50 98.7077 0.774952 182.951
50 97.7108 2.19224 181.153
50 97.5709 4.72171 178.955
50 97.5237 7.10972 177.832
50 97.5521 8.30987 177.506
50 97.5521 8.30987 177.506
50 98.0603 4.41274 178.965
50 98.0161 1.10312 180.654
50 98.1463 359.065 181.769
50 98.2666 358.976 182.752
50 98.2903 0.406299 183.381
50 98.2903 0.406299 183.381
50 98.4791 2.1973 182.194
50 98.4682 2.60001 181.028
50 98.4271 3.06557 179.614
50 98.362 3.09398 177.668
50 98.3387 3.23252 177.333
50 98.3387 3.23252 177.333
50 98.5473 2.71459 178.097
50 98.608 1.4969 179.321
50 98.4784 0.683987 180.437
50 98.3284 0.97912 181.147
50 98.0169 1.73145 181.504
50 98.0169 1.73145 181.504
50 98.0169 1.73145 181.504
50 97.8277 3.68683 180.32
50 98.1021 4.14737 179.953
50 98.4078 3.95508 179.306
50 98.3859 3.93621 179.307
50 98.3859 3.93621 179.307
50 98.3859 3.93621 179.307
50 98.137 1.63613 178.991
50 98.1561 2.10836 179.853
50 98.0071 2.33345 180.812
50 98.1781 2.25635 181.952
50 98.1781 2.25635 181.952
50 98.3253 2.09095 183.017
50 98.1096 0.828692 184.815
50 98.0323 356.701 188.846
50 98.1361 352.865 191.493
50 98.2988 354.67 189.827
50 98.2548 359.264 186.794
50 97.7022 4.10686 181.757
50 97.0058 7.23264 175.504
50 96.3625 8.24454 171.164
50 96.4156 7.68915 169.891
50 97.0253 5.75464 171.436
50 97.8451 4.0673 175.173
50 98.6142 2.22888 180.403
50 98.865 0.523259 186.838
50 98.8214 358.816 186.838
50 97.922 359.897 184.317
50 97.5298 2.47294 180.65
50 97.0053 5.2971 177.486
50 96.6529 7.3056 175.116
50 96.5145 7.39931 173.973
50 96.8032 5.74275 175.274
50 97.4382 3.27258 177.681
50 97.8613 1.23139 180.16
50 98.301 0.371424 182.896
50 98.5306 359.785 184.807
50 98.5306 359.785 184.807
50 98.2661 359.943 183.739
50 97.8628 1.20174 182.11
50 97.5301 2.9369 180.133
50 97.0856 4.60409 178.253
50 97.0027 5.47228 177.481
50 97.2061 5.34305 178.286
50 97.7755 4.45107 179.62
50 98.1623 3.0956 181.163
50 98.4778 1.71149 182.23
50 98.4576 0.438688 182.647
50 98.4576 0.438688 182.647
50 97.8754 2.05717 181.484
50 97.6642 4.52746 180.756
50 97.5851 5.69059 179.792
50 97.5814 4.64706 178.884
50 97.7885 3.08136 178.577
50 97.7885 3.08136 178.577
50 98.0111 0.700544 179.546
50 98.0165 0.0224699 180.323
50 97.866 0.541114 180.775
50 97.866 0.541114 180.775
50 97.7148 1.89009 181.497
50 97.7102 2.88238 181.756
50 97.9842 4.5714 181.39
50 98.2688 5.29098 180.927
50 98.2794 4.01674 180.284
50 97.9913 2.35248 179.918
50 97.7124 0.378118 179.569
50 97.5636 0.151506 179.828
50 97.5618 0.821138 180.109
50 97.5618 0.821138 180.109
50 97.5618 0.821138 180.109
50 97.9872 3.62208 180.563
50 97.9629 3.99827 180.131
50 97.9629 3.99827 180.131
50 97.9629 3.99827 180.131
50 97.983 2.38869 179.187
50 97.9906 1.36003 178.447
50 97.9988 1.03552 178.469
50 97.9863 1.72457 179.069
50 98.1687 1.99185 180.51
50 98.1792 1.74739 181.663
50 98.1783 1.74739 183.32
50 97.2634 356.358 186.888
50 96.9192 354.987 187.529
50 96.7672 356.843 185.945
50 96.8971 359.991 183.973
50 96.7895 2.91055 181.047
50 96.7271 4.63917 177.372
50 97.1483 5.33297 175.209
50 97.7064 5.87042 175.219
50 97.7064 5.87042 175.219
50 98.5128 5.24903 177.097
50 98.564 3.97924 179.789
50 98.1677 2.17742 182.038
50 97.6803 0.378118 183.222
50 97.3464 359.5 183.681
50 96.7991 1.02065 182.13
50 96.7787 2.52991 180.097
50 96.972 3.53349 177.92
50 97.1784 3.84266 176.352
50 97.5988 4.13737 175.995
50 97.5988 4.13737 175.995
50 97.9976 4.23621 177.599
50 98.1159 3.39199 179.6
50 98.1733 2.37281 181.294
50 97.8652 1.61203 182.164
50 97.7223 1.46003 182.337
50 97.4126 2.06957 181.815
50 97.3918 3.06484 180.859
50 97.6574 3.6447 179.679
50 97.7657 3.82579 178.77
50 97.7657 3.82579 178.77
50 98.0479 3.52659 178.049
50 98.1138 2.68795 178.838
50 97.9892 1.90883 179.381
50 98.0185 1.73174 180.287
50 97.8624 1.41535 180.472
50 97.8639 0.907471 180.182
50 97.8639 0.907471 179.791
50 97.9818 2.735 179.488
50 97.9818 2.735 179.488
50 98.1138 3.91086 180.051
50 98.1138 3.91086 180.051
50 98.1486 2.51903 179.905
50 98.1486 2.51903 179.905
50 98.0025 1.175 179.35
50 97.8411 0.959162 178.555
50 97.6635 2.0196 178.567
50 97.6568 2.52662 178.858
50 97.8294 2.57932 179.662
50 97.8294 2.57932 179.662
50 98.3936 3.60156 179.169
50 98.5288 3.73393 178.671
50 98.3564 3.35738 178.051
50 98.3564 3.35738 178.051
50 98.6148 3.18636 176.839
50 98.8509 3.34619 175.765
50 98.8855 3.82269 174.663
50 99.2304 4.57849 173.945
50 99.4557 5.68675 172.775
50 99.3165 6.20934 172.006
50 99.4581 6.44767 170.842
50 99.4581 6.44767 170.842
50 99.4711 6.4424 169.778
50 99.4155 5.95784 168.916
50 98.833 4.07288 172.297
50 98.0542 2.48753 177.148
50 97.1057 1.53262 182.421
50 96.3883 1.34204 186.581
50 95.8113 1.3463 188.941
50 95.8113 1.3463 188.941
50 96.1205 1.70154 185.995
50 96.6504 2.64078 182.04
50 97.2751 3.95509 174.778
50 98.2658 5.69125 172.924
50 98.2658 5.69125 172.924
50 261.333 3.83835 184.578
50 98.3861 2.90037 178.571
50 98.027 1.9832 181.568
50 97.5339 1.1717 184.225
50 97.0376 0.611628 184.671
50 97.0376 0.611628 184.671
50 96.9175 0.451447 183.462
50 96.7936 1.1627 181.798
50 96.938 2.11935 180.036
50 97.0451 2.69775 178.863
50 97.318 3.24375 178.577
50 97.318 3.24375 178.577
50 97.9752 3.32939 179.853
50 97.9969 2.54784 180.391
50 97.8674 1.90499 180.44
50 97.8674 1.90499 180.44
50 97.54 1.75112 179.399
50 97.3706 1.70073 178.594
50 97.347 1.82139 177.937
50 97.474 2.29318 177.741
50 97.6088 3.04402 178.093
50 99.7502 5.53734 174.002
50 101.332 6.8425 169.539
50 101.464 5.20331 168.804
50 100.311 2.58249 170.491
50 97.0995 0.525677 180.617
50 96.1069 0.418607 184.845
50 95.39 0.0675901 186.727
50 95.2245 359.895 186.734
50 95.3742 0.829443 183.854
50 96.0091 2.02363 179.815
50 97.3479 3.53085 174.089
50 97.845 4.19767 173.301
50 97.964 4.64442 175.215
50 97.7087 4.61152 178.392
50 97.236 3.56974 181.157
50 96.1659 1.51392 183.975
50 96.0278 1.28793 182.852
50 96.1724 2.3133 180.688
50 96.3956 3.33775 178.678
50 96.7694 3.82219 177.259
50 97.0278 3.67692 176.206
50 97.2757 2.56674 176.757
50 97.3575 1.66971 178.109
50 97.2255 2.15386 179.298
50 97.0743 3.28207 180.449
50 96.9246 3.80603 181.071
50 96.9246 3.80603 181.071
50 96.9186 3.18688 180.216
50 97.0648 2.39354 179.206
50 97.1704 2.38685 177.823
50 97.4147 3.32741 177.272
50 97.4147 3.32741 177.272
50 97.4147 3.32741 177.272
50 97.6134 3.39945 178.556
50 97.5357 2.17182 179.615
50 97.0969 1.50693 180.719
50 96.9557 1.95823 181.424
50 96.9557 1.95823 181.424
50 97.0854 2.96829 180.63
50 97.2064 2.80163 179.258
50 97.3151 2.54502 177.81
50 97.5789 2.55612 176.749
50 97.5789 2.55612 176.749
50 97.5789 2.55612 176.749
50 97.6303 2.47271 178.05
50 97.2396 1.93607 179.717
50 96.8033 1.78501 181.275
50 96.336 1.86317 181.358
50 96.3236 2.13412 180.37
50 95.9916 2.06694 179.083
50 95.7499 3.13799 177.577
50 95.9323 4.72271 176.997
50 95.9323 4.72271 176.997
50 96.0228 7.56536 176.923
50 96.0228 7.56536 176.923
50 95.6408 7.70501 176.29
50 95.6408 7.70501 176.29
50 93.829 9.28351 175.464
50 93.829 9.28351 175.464
