H_VAL   H_STEP_SIZE 70 0.1
ROLL KP KI KD 5 10 12
PITCH KP KI KD 5 10 12
YAW KP KI KD 0 0 0
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.437 2.02746 181.343
70 151.433 2.2238 181.038
70 151.433 2.2238 181.038
70 151.433 2.2238 181.038
70 151.428 2.86458 180.847
70 151.428 2.86458 180.847
70 151.428 2.86458 180.847
70 151.428 2.86458 180.847
70 151.428 2.86458 180.847
70 151.431 3.05838 181.014
70 151.431 3.05838 181.014
70 151.431 3.05838 181.014
70 151.431 3.05838 181.014
70 151.431 3.05838 181.014
70 151.431 3.05838 181.014
70 151.431 3.05838 181.014
70 151.414 3.97651 180.658
70 151.414 3.97651 180.658
70 151.414 3.97651 180.658
70 151.297 3.80543 180.855
70 151.297 3.80543 180.855
70 151.297 3.80543 180.855
70 151.309 4.45664 180.665
70 151.291 4.57039 180.222
70 151.291 4.57039 180.222
70 151.291 4.57039 180.222
70 151.291 4.57039 180.222
70 151.294 4.76363 180.389
70 151.294 4.76363 180.389
70 151.294 4.76363 180.389
70 151.294 4.76363 180.389
70 151.294 4.76363 180.389
70 151.142 5.0128 179.869
70 151.142 5.0128 179.869
70 151.278 4.95962 180.085
70 151.278 4.95962 180.085
70 151.278 4.95962 180.085
70 151.278 4.95962 180.085
70 151.278 4.95962 180.085
70 151.128 6.24853 179.713
70 151.128 6.24853 179.713
70 151.277 6.36049 180.206
70 151.277 6.36049 180.206
70 151.218 6.69777 179.349
70 151.218 6.86771 178.685
70 151.169 6.86771 178.685
70 151.114 7.14772 178.049
70 151.251 7.61742 178.516
70 151.535 7.9268 179.168
70 151.79 8.02297 179.649
70 151.79 8.02297 179.649
70 151.612 7.77196 178.77
70 151.612 7.77196 178.77
70 151.193 7.78617 177.852
70 151.193 7.78617 177.852
70 151.011 7.58062 178.641
70 151.053 7.5489 179.223
70 151.053 7.5489 179.223
70 151.206 7.77062 179.744
70 151.206 7.77062 179.744
70 151.512 7.79034 178.78
70 151.586 7.74524 178.409
70 151.503 7.81827 178.669
70 151.503 7.81827 178.669
70 151.137 7.88636 178.83
70 151.137 7.88636 178.83
70 151.11 7.55969 178.273
70 151.11 7.55969 178.273
70 151.13 7.80473 178.691
70 151.13 7.80473 178.691
70 151.235 7.56366 178.266
70 151.292 7.28456 178.902
70 151.292 7.28456 178.902
70 151.254 7.50736 178.488
70 151.169 7.582 179.105
70 151.169 7.582 179.105
70 151.031 7.11248 178.637
70 151.214 6.91841 179.406
70 151.214 6.91841 179.406
70 151.164 7.08819 178.742
70 151.164 7.08819 178.742
70 151.156 7.41851 178.827
70 151.132 7.39323 178.466
70 151.132 7.39323 178.466
70 151.312 7.11795 179.096
70 151.312 7.11795 179.096
70 151.312 7.11795 179.096
70 151.226 7.08226 179.684
70 151.226 7.08226 179.684
70 150.822 7.17824 178.904
70 150.822 7.17824 178.904
70 151.15 7.33672 178.688
70 151.123 7.11945 178.16
70 151.186 6.81108 178.906
70 151.186 6.81108 178.906
70 151.08 6.63997 179.105
70 151.114 6.71838 179.716
70 151.114 6.71838 179.716
70 151.058 6.61496 178.745
70 151.058 6.61496 178.745
70 151.058 6.61496 178.745
70 151.013 6.86728 178.22
70 151.013 6.86728 178.22
70 151.212 6.61572 179.21
70 151.237 6.4202 179.514
70 150.979 6.13764 179.218
70 150.99 5.88817 179.272
70 150.99 5.88817 179.272
70 150.817 5.67228 178.277
70 150.817 5.67228 178.277
70 150.817 5.67228 178.277
70 151.285 5.88673 178.31
70 150.99 5.88817 179.272
70 150.99 5.88817 179.272
70 150.99 5.88817 179.272
70 150.742 5.7704 179.254
70 150.742 5.7704 179.254
70 150.949 5.94924 178.579
70 150.91 6.09215 178.025
70 151.086 6.00589 178.824
70 151.086 6.00589 178.824
70 151.145 5.97053 179.877
70 151.047 5.74127 180.297
70 151.047 5.74127 180.297
70 150.89 5.46695 179.523
70 150.89 5.46695 179.523
70 150.859 5.50002 178.941
70 150.859 5.50002 178.941
70 151.266 5.12711 179.892
70 151.266 5.12711 179.892
70 151.107 4.88032 179.007
70 151.107 4.88032 179.007
70 150.991 5.47451 179.047
70 150.939 5.78544 178.3
70 151.024 5.22057 179.571
70 151.037 4.59172 180.12
70 151.139 4.40557 179.476
70 151.139 4.40557 179.476
70 151.254 5.18388 179.671
70 151.135 5.77643 177.815
70 150.99 5.85204 177.13
70 150.937 5.59291 178.132
70 150.937 5.59291 178.132
70 150.83 5.11946 178.133
70 151.008 4.95579 179.623
70 151.008 4.95579 179.623
70 150.844 5.06193 178.354
70 150.98 5.42112 178.796
70 150.98 5.42112 178.796
70 150.913 5.48619 177.632
70 150.963 5.26617 178.876
70 150.963 5.26617 178.876
70 150.963 5.26617 178.876
70 150.614 5.57514 179.091
70 150.614 5.57514 179.091
70 150.562 5.30484 177.481
70 150.776 5.43124 177.386
70 151.034 5.59875 177.655
70 151.034 5.59875 177.655
70 150.865 5.65795 176.967
70 150.814 5.78272 178.305
70 150.814 5.78272 178.305
70 150.458 5.51846 178.015
70 150.723 5.74642 178.893
70 150.723 5.74642 178.893
70 150.687 5.58808 178.142
70 150.743 5.35763 179.028
70 150.743 5.35763 179.028
70 150.696 5.25675 178.055
70 150.696 5.25675 178.055
70 150.751 5.63127 179.336
70 150.751 5.63127 179.336
70 150.492 5.18093 178.4
70 150.644 4.82592 179.249
70 150.728 4.92025 178.44
70 150.728 4.92025 178.44
70 150.793 5.01643 179.884
70 150.793 5.01643 179.884
70 150.397 4.3455 178.421
70 150.397 4.3455 178.421
70 150.702 4.34744 177.463
70 150.803 4.54559 177.156
70 150.874 4.72536 178.74
70 150.636 4.66271 178.969
70 150.636 4.66271 178.969
70 150.18 4.46739 179.291
70 150.085 4.28749 179.959
70 150.169 4.22408 178.871
70 150.386 4.35549 178.78
70 150.386 4.35549 178.78
70 150.578 4.73116 177.804
70 150.578 4.73116 177.804
70 150.492 4.55538 178.473
70 150.384 4.21175 178.03
70 150.384 4.21175 178.03
70 150.39 4.1345 178.721
70 150.39 4.1345 178.721
70 150.391 4.37478 178.31
70 150.421 4.72357 179.23
70 150.421 4.72357 179.23
70 150.292 4.33692 178.896
70 150.292 4.33692 178.896
70 150.378 4.00096 178.33
70 150.378 4.00096 178.33
70 150.378 4.00096 178.33
70 150.651 4.08033 178.935
70 150.651 4.08033 178.935
70 150.427 3.81963 179.467
70 150.427 3.81963 179.467
70 150.411 3.7152 178.966
70 150.411 3.7152 178.966
70 150.411 3.7152 178.966
70 150.411 3.7152 178.966
70 150.642 4.02758 178.685
70 150.668 3.57895 179.041
70 150.415 3.19094 178.709
70 150.415 3.19094 178.709
70 150.422 3.24322 178.959
70 150.422 3.24322 178.959
70 150.52 3.61201 178.461
70 150.52 3.61201 178.461
70 150.52 3.61201 178.461
70 150.52 3.61201 178.461
70 150.674 3.439 179.122
70 150.674 3.439 179.122
70 150.664 3.30428 178.732
70 150.664 3.30428 178.732
70 150.664 3.30428 178.732
70 150.405 3.55231 178.686
70 150.435 3.45847 179.49
70 150.435 3.45847 179.49
70 150.557 3.07551 179.149
70 150.557 3.07551 179.149
70 150.557 3.07551 179.149
70 150.508 3.781 178.269
70 150.508 3.781 178.269
70 150.544 3.46636 179.015
70 150.544 3.46636 179.015
70 150.544 3.46636 179.015
